N_unmapped	3959890	3959890	3959890
N_multimapping	498195	498195	498195
N_noFeature	3164036	7188093	7148578
N_ambiguous	522853	84651	85994
ENSMUSG00000102693.2	1	0	1
ENSMUSG00000064842.3	0	0	0
ENSMUSG00000051951.6	78	40	38
ENSMUSG00000102851.2	5	3	2
ENSMUSG00000103377.2	52	30	22
ENSMUSG00000104017.2	148	63	85
ENSMUSG00000103025.2	28	14	17
ENSMUSG00000089699.2	0	2	2
ENSMUSG00000103201.2	5	3	3
ENSMUSG00000103147.2	0	0	0
ENSMUSG00000103161.2	23	13	10
ENSMUSG00000102331.2	95	45	50
ENSMUSG00000102348.2	0	0	0
ENSMUSG00000102592.2	0	0	0
ENSMUSG00000088333.4	0	0	0
ENSMUSG00000102343.2	0	0	0
ENSMUSG00000025900.14	5	1	4
ENSMUSG00000102948.2	0	0	0
ENSMUSG00000104123.2	0	0	0
ENSMUSG00000025902.14	83	36	48
ENSMUSG00000104238.2	1	1	1
ENSMUSG00000102269.2	0	0	0
ENSMUSG00000118917.1	0	0	0
ENSMUSG00000103003.2	0	0	0
ENSMUSG00000104328.2	0	0	0
ENSMUSG00000102735.2	0	0	0
ENSMUSG00000098104.2	3	1	2
ENSMUSG00000102175.2	0	0	0
ENSMUSG00002075947.1	0	0	0
ENSMUSG00000103265.2	0	0	0
ENSMUSG00000103922.2	17	6	11
ENSMUSG00000033845.14	403	190	213
ENSMUSG00000102275.2	0	0	0
ENSMUSG00000120403.1	9	4	5
ENSMUSG00000025903.15	546	269	277
ENSMUSG00000104217.2	0	0	0
ENSMUSG00000033813.16	564	267	297
ENSMUSG00000062588.5	1	1	0
ENSMUSG00000103280.2	12	6	6
ENSMUSG00000002459.18	48	28	20
ENSMUSG00000091305.2	2	0	2
ENSMUSG00000102653.2	18	11	7
ENSMUSG00000085623.2	2	2	0
ENSMUSG00000091665.2	0	0	0
ENSMUSG00000033793.13	1468	704	764
ENSMUSG00000104352.2	0	0	0
ENSMUSG00000104046.2	0	0	0
ENSMUSG00000102907.2	1	1	0
ENSMUSG00000025905.15	2	1	1
ENSMUSG00000103936.2	0	0	0
ENSMUSG00002076544.1	0	0	0
ENSMUSG00000103519.2	3	2	1
ENSMUSG00000033774.5	0	0	0
ENSMUSG00000103090.2	0	0	0
